"","id","veg","log_ud_wt","log_avail","sel"
"78","15.10","Freshwater marsh",-1.51088893336785,-1.89752689771741,0.386637964349558
"79","15.10","Meadow",-2.85083482309934,-2.43352839676545,-0.417306426333887
"80","15.10","Pasture",-3.77429498570585,-2.52387205120797,-1.25042293449788
"81","15.10","Shrub swale",-3.4220429686958,-3.67520613185911,0.253163163163305
"82","15.10","Wooded swale",-1.58237890707452,-2.07069175533952,0.488312848264999
"83","15.11","Coastal scrub",-2.16874052720713,-2.85076438506094,0.682023857853803
"84","15.11","Conifer forest",-1.70167401968209,-1.19422626329768,-0.507447756384409
"85","15.11","Freshwater marsh",-1.97346675959933,-2.30008479849765,0.32661803889832
"86","15.11","Meadow",-1.69088577997489,-1.99089468504876,0.300008905073866
"87","15.11","Shrub swale",-1.30490658357769,-1.6757960086121,0.370889425034412
"88","15.11","Wooded swale",-2.21849881076927,-1.53582061911345,-0.682678191655819
"89","15.12","Beach",-3.92429918023011,-2.60235407595166,-1.32194510427845
"90","15.12","Beachgrass dune",-2.2652909791801,-1.75480127150538,-0.510489707674723
"91","15.12","Brackish marsh",-5.84088304752073,-4.49805313192035,-1.34282991560038
"92","15.12","Coastal scrub",-1.22352495434181,-1.14369011984,-0.0798348345018096
"93","15.12","Conifer forest",-1.24967119918997,-1.25397154759575,0.00430034840578641
"94","15.12","Freshwater marsh",-4.88347562149914,-6.1301759603488,1.24670033884966
"95","15.12","Fruit tree",-6.7308007914834,-7.20557373754543,0.474772946062028
"96","15.12","Meadow",-2.0533056778997,-2.40004200640319,0.34673632850349
"97","15.12","Pasture",-8.1924771497447,-5.91400096172644,-2.27847618801825
"98","15.12","Shrub swale",-1.8617749158773,-3.18243630533121,1.3206613894539
"99","15.13","Beach",-7.37674552461113,-4.14442589757027,-3.23231962704087
"100","15.13","Beachgrass dune",-3.48982464541322,-1.41361115963932,-2.07621348577391
"101","15.13","Coastal scrub",-2.0447266313015,-1.16964698523465,-0.875079646066849
"102","15.13","Conifer forest",-1.5899058776325,-1.56703163902701,-0.0228742386054936
"103","15.13","Freshwater marsh",-1.98903648067493,-3.13523494573593,1.146198465061
"104","15.13","Meadow",-1.64953765435993,-2.52397698891045,0.874439334550519
"105","15.13","Shrub swale",-1.18342514224071,-2.35696192499954,1.17353678275883
"106","15.13","Wooded swale",-8.06678812379272,-5.68199654737317,-2.38479157641956
"107","15.14","Beach",-4.84757517262826,-3.79455579950466,-1.0530193731236
"108","15.14","Beachgrass dune",-2.50094179082692,-1.73775851323873,-0.763183277588192
"109","15.14","Brackish marsh",-2.35600296040241,-3.14970596779577,0.793703007393358
"110","15.14","Coastal scrub",-1.51362190698977,-1.21480809221305,-0.298813814776717
"111","15.14","Conifer forest",-1.55720282071843,-1.61439813764985,0.0571953169314219
"112","15.14","Freshwater marsh",-9.35356223802322,-6.31717990611161,-3.0363823319116
"113","15.14","Fruit tree",-5.75151962330744,-7.39257768330824,1.6410580600008
"114","15.14","Meadow",-2.24016958406962,-2.42727860602497,0.187109021955344
"115","15.14","Pasture",-2.18972096973855,-2.22492512386873,0.0352041541301826
"116","15.14","Shrub swale",-2.49124791631866,-3.1279381645198,0.636690248201142
"117","15.14","Wooded swale",-2.52509243275901,-3.89371064873406,1.36861821597505
