"","X15.03.X15.03_all","X15.03.X15.03_win","X15.07.X15.07_all","X15.07.X15.07_win","X15.02.X15.02_all","X15.02.X15.02_win","X15.12.X15.12_all","X15.12.X15.12_win","X15.13.X15.13_all","X15.13.X15.13_win","X15.14.X15.14_all","X15.14.X15.14_win","X15.01.X15.01_all","X15.01.X15.01_win","X15.11.X15.11_all","X15.11.X15.11_win","X16.15.X16.15_all","X16.15.X16.15_win","X16.17.X16.17_all","X16.17.X16.17_win","X16.18.X16.18_all","X16.18.X16.18_win"
"50",0.105153261318142,0.0493299631437183,0.0934838070791217,0.0618699885025722,0.0814488923985439,0.0368021154713991,0.129302749126761,0.0646513745633803,0.0381949136316337,0.0284513132154006,0.0938246137938959,0.035608721057249,0.17441367181476,0.0531666328852323,0.0710875574578693,0.0644837952896519,0.0650432123735625,0.0448506927113222,0.0709731647978504,0.041635007998739,0.0459732524526858,0.0403977728999133
"90",0.413150555759668,0.196447613540898,0.309059017802034,0.204520071711481,0.376834292892669,0.159120725577655,0.456242908650421,0.215859986735604,0.17138993132154,0.116143716961498,0.472033863606312,0.188328413003053,0.610496272693086,0.245302515661737,0.257935181158608,0.17946694833626,0.235805914709527,0.1245528977243,0.184355942394416,0.118127231996422,0.150635763355609,0.130974861774779
"95",0.512682721081081,0.261090217503295,0.377426324846412,0.255334921202622,0.494504214728853,0.210643687237613,0.571394082535423,0.278669717945605,0.22741563371488,0.153656578563996,0.62242491984265,0.261583411363333,0.756438195749635,0.308831315612032,0.321642063251999,0.219575092093227,0.295218520638811,0.154162121267488,0.224635391993197,0.147368563195537,0.188196888763761,0.164329923660664
"99",0.685870627049302,0.396578014114136,0.511154716923289,0.355897896245204,0.724033198063631,0.313399067540652,0.769903850310239,0.402641394207319,0.331282414151925,0.228779737773153,0.930581045395301,0.427498705662777,1.03273036992371,0.440634206972326,0.437305015345335,0.302607689943607,0.411131349853787,0.217943301162161,0.308873663990645,0.210789331193616,0.266644864225578,0.235343926385451
